Date,Team1,Score1,Team2,Score2
1/12/2019,Boise St,99,San Jose St,68
1/12/2019,Bucknell,56,Lafayette,47
1/12/2019,Buffalo,66,Miami OH,59
1/12/2019,Cal Poly,75,UC Santa Barbara,67
1/12/2019,Norfolk St,68,Coppin St,63
1/12/2019,Davidson,77,Rhode Island,67
1/12/2019,FL Gulf Coast,105,North Florida,66
1/12/2019,Fresno St,79,Nevada,63
1/12/2019,Hawaii,65,UC Davis,60
1/12/2019,Penn St,62,Illinois,48
1/12/2019,MTSU,75,Louisiana Tech,38
1/12/2019,Santa Clara,83,Loy Marymount,75
1/12/2019,WKU,85,Marshall,55
1/12/2019,New Orleans,88,McNeese St,76
1/12/2019,UT San Antonio,57,North Texas,54
1/12/2019,Pacific,79,San Diego,47
1/12/2019,Pepperdine,69,San Francisco,50
1/12/2019,Rice,76,UTEP,42
1/12/2019,Sacred Heart,80,Wagner,68
1/12/2019,UAB,71,Southern Miss,60
1/12/2019,Wofford,93,UNC Greensboro,66
1/12/2019,Utah St,50,Wyoming,42
1/12/2019,South Dakota,69,PFW,51
1/12/2019,Maine,76,Albany NY,65
1/12/2019,American Univ,61,Army,51
1/12/2019,Troy,87,Arkansas St,79
1/12/2019,Baylor,79,TCU,55
1/12/2019,NC A&T,67,Delaware St,47
1/12/2019,Old Dominion,95,Florida Intl,68
1/12/2019,Furman,65,W Carolina,55
1/12/2019,Georgia St,56,ULM,41
1/12/2019,Southern Univ,86,Grambling,81
1/12/2019,Holy Cross,78,Loyola MD,60
1/12/2019,Sam Houston St,76,Incarnate Word,56
1/12/2019,Presbyterian,70,SC Upstate,54
1/12/2019,Utah Valley,58,Seattle,55
1/12/2019,Charleston So,81,Longwood,74
1/12/2019,Chattanooga,76,ETSU,67
1/12/2019,UC Irvine,65,CS Northridge,61
1/12/2019,Tulsa,75,East Carolina,55
1/12/2019,Houston,78,Temple,65
1/12/2019,Stetson,80,Lipscomb,65
1/12/2019,Memphis,71,Wichita St,50
1/12/2019,Morehead St,85,Tennessee St,62
1/12/2019,Tulane,61,SMU,43
1/12/2019,Charlotte,68,FL Atlantic,47
1/12/2019,Louisiana,59,Ga Southern,48
1/12/2019,MD E Shore,59,NC Central,49
1/12/2019,Nicholls St,77,Houston Bap,54
1/12/2019,SF Austin,84,Northwestern LA,56
1/12/2019,Navy,62,Colgate,49
1/12/2019,New Mexico St,61,CS Bakersfield,59
1/12/2019,BYU,74,St Mary's CA,73
1/12/2019,Cal Baptist,89,Chicago St,52
1/12/2019,Alabama A&M,80,MS Valley St,60
1/12/2019,Howard,61,Bethune-Cookman,40
1/12/2019,UT Arlington,79,Coastal Car,53
1/12/2019,Jackson St,88,Alcorn St,66
1/12/2019,Savannah St,54,Florida A&M,50
1/12/2019,Jacksonville,64,Liberty,52
1/12/2019,St Francis PA,80,LIU Brooklyn,66
1/12/2019,Morgan St,62,S Carolina St,51
1/12/2019,Robert Morris,75,St Francis NY,56
1/13/2019,Texas A&M,70,Alabama,43
1/13/2019,Bradley,61,Indiana St,45
1/13/2019,Col Charleston,66,William & Mary,54
1/13/2019,Drexel,57,Delaware,40
1/13/2019,Detroit,42,IL Chicago,36
1/13/2019,UNC Wilmington,75,Elon,70
1/13/2019,Illinois St,72,Evansville,61
1/13/2019,Georgia,66,Tennessee,62
1/13/2019,Indiana,75,Wisconsin,68
1/13/2019,James Madison,84,Northeastern,49
1/13/2019,Massachusetts,74,La Salle,60
1/13/2019,Northern Iowa,64,Loyola-Chicago,52
1/13/2019,Missouri St,66,S Illinois,51
1/13/2019,DePaul,66,Villanova,59
1/13/2019,Marquette,72,Georgetown,62
1/13/2019,IUPUI,82,Oakland,53
1/13/2019,Mississippi,55,Kentucky,49
1/13/2019,NC State,66,Virginia,38
1/13/2019,Syracuse,90,North Carolina,77
1/13/2019,W Illinois,92,North Dakota,80
1/13/2019,Purdue,57,Northwestern,54
1/13/2019,Notre Dame,78,Wake Forest,48
1/13/2019,Seton Hall,79,Providence,73
1/13/2019,Rider,55,Siena,52
1/13/2019,Boston College,59,Pittsburgh,55
1/13/2019,Fordham,56,St Louis,53
1/13/2019,South Carolina,76,LSU,53
1/13/2019,Rutgers,62,Nebraska,56
1/13/2019,West Virginia,66,Oklahoma,55
1/13/2019,St Joseph's PA,66,St Bonaventure,41
1/13/2019,Arkansas,83,Vanderbilt,62
1/13/2019,Connecticut,63,South Florida,46
1/13/2019,Drake,84,Valparaiso,53
1/13/2019,Florida,58,Missouri,56
1/13/2019,Towson,92,Hofstra,68
1/13/2019,Kansas,61,Kansas St,54
1/13/2019,Creighton,65,St John's,63
1/13/2019,Duquesne,60,George Mason,57
1/13/2019,Stanford,78,Arizona,48
1/13/2019,Arizona St,62,California,61
1/13/2019,Washington St,74,Colorado,48
1/13/2019,Oregon,72,UCLA,52
1/13/2019,Oregon St,76,USC,52
1/13/2019,Utah,58,Washington,43
1/13/2019,UCF,56,Cincinnati,55
1/13/2019,Clemson,57,Florida St,45
1/13/2019,Louisville,61,Georgia Tech,44
1/14/2019,Alabama A&M,78,Ark Pine Bluff,52
1/14/2019,Grambling,61,Alcorn St,56
1/14/2019,Norfolk St,57,Bethune-Cookman,50
1/14/2019,Mt St Mary's,84,Central Conn,53
1/14/2019,Wagner,71,F Dickinson,59
1/14/2019,Iowa,81,Minnesota,63
1/14/2019,Robert Morris,89,LIU Brooklyn,37
1/14/2019,Mississippi St,85,Auburn,59
1/14/2019,Sacred Heart,49,Bryant,48
1/14/2019,Delaware St,71,NC Central,61
1/14/2019,S Carolina St,75,Coppin St,59
1/14/2019,NC A&T,51,MD E Shore,49
1/14/2019,Montana St,79,N Colorado,66
1/14/2019,MS Valley St,64,Alabama St,62
1/14/2019,Southern Univ,76,Jackson St,74
1/14/2019,Ohio St,65,Michigan St,55
1/14/2019,St Francis NY,78,St Francis PA,65
1/15/2019,Winthrop,59,Campbell,46
1/15/2019,Radford,67,Charleston So,41
1/15/2019,St Peter's,68,Fairfield,65
1/15/2019,North Alabama,62,Jacksonville,59
1/15/2019,Marist,69,Monmouth NJ,45
1/15/2019,North Florida,71,Stetson,57
1/15/2019,UNC Asheville,93,SC Upstate,86
1/15/2019,Gardner Webb,66,Presbyterian,58
1/15/2019,Hampton,66,Longwood,40
1/15/2019,NJIT,80,Lipscomb,67
1/15/2019,SMU,78,Wichita St,50
1/15/2019,Liberty,67,Kennesaw,61
1/15/2019,Howard,79,Morgan St,56
1/16/2019,Abilene Chr,72,Houston Bap,62
1/16/2019,E Michigan,72,Akron,60
1/16/2019,Buffalo,77,Ball St,65
1/16/2019,Binghamton,67,UMBC,45
1/16/2019,Colgate,81,Boston Univ,72
1/16/2019,N Illinois,66,Bowling Green,52
1/16/2019,Bucknell,71,Lehigh,53
1/16/2019,Cent Arkansas,74,Incarnate Word,43
1/16/2019,Davidson,78,Richmond,55
1/16/2019,George Mason,70,Massachusetts,52
1/16/2019,G Washington,67,La Salle,59
1/16/2019,Hartford,49,Maine,46
1/16/2019,Northwestern,75,Indiana,69
1/16/2019,West Virginia,73,Iowa St,64
1/16/2019,Kansas St,87,Texas,69
1/16/2019,Ohio,83,Kent,81
1/16/2019,Lamar,94,SE Louisiana,54
1/16/2019,W Illinois,78,NE Omaha,70
1/16/2019,Vermont,69,New Hampshire,60
1/16/2019,Toledo,80,W Michigan,57
1/16/2019,UNLV,66,Air Force,56
1/16/2019,American Univ,82,Loyola MD,38
1/16/2019,Baylor,94,Kansas,68
1/16/2019,Boise St,75,Nevada,74
1/16/2019,Miami OH,70,C Michigan,67
1/16/2019,Dayton,62,St Bonaventure,49
1/16/2019,Rider,66,Iona,58
1/16/2019,New Mexico,70,San Diego St,62
1/16/2019,Notre Dame,80,Virginia Tech,51
1/16/2019,Villanova,58,Penn,50
1/16/2019,Rutgers,65,Purdue,63
1/16/2019,Utah St,82,San Jose St,49
1/16/2019,Army,65,Lafayette,50
1/16/2019,Duquesne,81,St Joseph's PA,73
1/16/2019,VA Commonwealth,47,Fordham,44
1/16/2019,Rhode Island,68,St Louis,56
1/16/2019,TAM C. Christi,76,Sam Houston St,61
1/16/2019,TCU,78,Texas Tech,70
1/16/2019,Cincinnati,72,Temple,52
1/16/2019,ETSU,75,Furman,70
1/16/2019,Tennessee Tech,76,Tennessee St,65
1/16/2019,Connecticut,75,Tulane,33
1/16/2019,McNeese St,69,Nicholls St,68
1/16/2019,SF Austin,97,New Orleans,38
1/16/2019,UCF,60,Tulsa,44
1/16/2019,Navy,54,Holy Cross,47
1/16/2019,Albany NY,63,MA Lowell,56
1/17/2019,Alabama,86,Tennessee,65
1/17/2019,Ark Little Rock,62,Texas St,47
1/17/2019,SIUE,69,Austin Peay,68
1/17/2019,Belmont,64,Jacksonville St,41
1/17/2019,CS Northridge,49,Hawaii,29
1/17/2019,CS Sacramento,65,Northern Arizona,61
1/17/2019,E Illinois,75,Murray St,67
1/17/2019,WKU,94,Florida Intl,82
1/17/2019,Missouri,61,Georgia,35
1/17/2019,Iowa,75,Michigan,61
1/17/2019,Michigan St,77,Maryland,60
1/17/2019,Minnesota,78,Wisconsin,50
1/17/2019,Morehead St,82,SE Missouri St,54
1/17/2019,MTSU,72,UT San Antonio,52
1/17/2019,Weber St,55,N Colorado,54
1/17/2019,Portland St,63,Southern Utah,49
1/17/2019,UAB,74,UTEP,48
1/17/2019,Utah Valley,57,UTRGV,55
1/17/2019,Auburn,72,Vanderbilt,70
1/17/2019,Long Beach St,61,Cal Poly,58
1/17/2019,Southern Miss,65,Charlotte,54
1/17/2019,UC Davis,75,CS Fullerton,51
1/17/2019,Denver,81,N Dakota St,54
1/17/2019,TN Martin,87,E Kentucky,61
1/17/2019,Louisville,91,Virginia,43
1/17/2019,Marist,88,Siena,59
1/17/2019,Mississippi St,89,South Carolina,74
1/17/2019,North Carolina,84,Wake Forest,61
1/17/2019,Pacific,74,Santa Clara,70
1/17/2019,Syracuse,82,Pittsburgh,50
1/17/2019,Portland,69,San Diego,60
1/17/2019,UNC Greensboro,55,Samford,54
1/17/2019,UT Arlington,100,Arkansas St,73
1/17/2019,Chattanooga,89,Wofford,82
1/17/2019,Miami FL,58,Duke,50
1/17/2019,South Alabama,68,Georgia St,59
1/17/2019,Nebraska,77,Illinois,67
1/17/2019,Kentucky,64,LSU,60
1/17/2019,Old Dominion,70,Louisiana Tech,59
1/17/2019,Mercer,69,W Carolina,67
1/17/2019,UC Riverside,88,UC Irvine,72
1/17/2019,Marshall,72,FL Atlantic,67
1/17/2019,Troy,97,Ga Southern,81
1/17/2019,Florida St,91,Boston College,71
1/17/2019,Clemson,71,Georgia Tech,61
1/17/2019,CS Bakersfield,67,Missouri KC,57
1/17/2019,Chicago St,50,Grand Canyon,48
1/17/2019,New Mexico St,75,Seattle,55
1/17/2019,BYU,70,Gonzaga,68
1/17/2019,St Mary's CA,80,San Francisco,65
1/17/2019,Ohio St,76,Penn St,71
1/18/2019,Missouri St,68,Bradley,56
1/18/2019,Canisius,53,Fairfield,50
1/18/2019,Cleveland St,76,N Kentucky,47
1/18/2019,Towson,77,Col Charleston,61
1/18/2019,WI Green Bay,65,Detroit,40
1/18/2019,Drake,88,Northern Iowa,64
1/18/2019,Drexel,61,Northeastern,59
1/18/2019,Loyola-Chicago,61,Evansville,56
1/18/2019,Illinois St,60,S Illinois,52
1/18/2019,Manhattan,55,Iona,33
1/18/2019,UNC Wilmington,66,James Madison,63
1/18/2019,Quinnipiac,96,Niagara,55
1/18/2019,South Dakota,76,Oral Roberts,72
1/18/2019,Youngstown St,83,Wright St,68
1/18/2019,Brown,86,Yale,71
1/18/2019,Providence,74,Butler,68
1/18/2019,DePaul,73,St John's,64
1/18/2019,Marquette,96,Seton Hall,60
1/18/2019,S Dakota St,66,North Dakota,48
1/18/2019,WI Milwaukee,79,Oakland,52
1/18/2019,Rider,60,St Peter's,38
1/18/2019,Delaware,78,Hofstra,59
1/18/2019,Indiana St,86,Valparaiso,82
1/18/2019,Creighton,66,Xavier,62
1/18/2019,Oregon St,86,Arizona,64
1/18/2019,Oregon,77,Arizona St,71
1/18/2019,California,77,Washington St,63
1/18/2019,Utah,78,Colorado,59
1/18/2019,Stanford,91,Washington,54
1/19/2019,Abilene Chr,72,Northwestern LA,63
1/19/2019,American Univ,61,Lehigh,53
1/19/2019,Austin Peay,73,E Illinois,60
1/19/2019,Vermont,58,Binghamton,57
1/19/2019,Boise St,72,Fresno St,60
1/19/2019,Toledo,79,Bowling Green,65
1/19/2019,Robert Morris,60,Bryant,57
1/19/2019,Bucknell,90,Colgate,62
1/19/2019,Buffalo,61,W Michigan,59
1/19/2019,Campbell,52,Hampton,46
1/19/2019,C Michigan,82,Kent,75
1/19/2019,Cornell,60,Columbia,51
1/19/2019,CS Northridge,69,UC Riverside,56
1/19/2019,CS Sacramento,77,Southern Utah,76
1/19/2019,Harvard,56,Dartmouth,46
1/19/2019,SE Missouri St,52,E Kentucky,42
1/19/2019,Ohio,85,E Michigan,44
1/19/2019,F Dickinson,69,LIU Brooklyn,52
1/19/2019,Winthrop,64,Gardner Webb,62
1/19/2019,George Mason,64,G Washington,60
1/19/2019,Grambling,75,TX Southern,67
1/19/2019,Hartford,66,MA Lowell,44
1/19/2019,UNC Asheville,67,High Point,56
1/19/2019,Montana,82,Idaho,79
1/19/2019,N Colorado,60,Idaho St,56
1/19/2019,Jacksonville,61,NJIT,56
1/19/2019,Tennessee Tech,66,Jacksonville St,49
1/19/2019,Oklahoma St,72,Kansas,62
1/19/2019,Kansas St,66,Texas Tech,62
1/19/2019,Maine,68,Stony Brook,54
1/19/2019,McNeese St,62,SE Louisiana,56
1/19/2019,Wagner,92,Mt St Mary's,76
1/19/2019,MTSU,79,UTEP,49
1/19/2019,SIUE,71,Murray St,54
1/19/2019,New Mexico,78,Wyoming,75
1/19/2019,North Alabama,71,Stetson,55
1/19/2019,Portland St,72,Northern Arizona,55
1/19/2019,UAB,59,UT San Antonio,42
1/19/2019,Air Force,79,Nevada,74
1/19/2019,Ark Little Rock,68,UT Arlington,65
1/19/2019,Miami OH,60,Ball St,57
1/19/2019,Bethune-Cookman,67,Delaware St,55
1/19/2019,CS Fullerton,78,Cal Poly,64
1/19/2019,Charleston So,78,SC Upstate,75
1/19/2019,Louisiana Tech,88,Charlotte,51
1/19/2019,Utah St,72,Colorado St,53
1/19/2019,NC Central,62,Coppin St,57
1/19/2019,Duquesne,80,Richmond,54
1/19/2019,Marshall,86,Florida Intl,58
1/19/2019,Georgetown,68,Villanova,63
1/19/2019,Gonzaga,86,San Diego,61
1/19/2019,IUPUI,71,IL Chicago,43
1/19/2019,UC Santa Barbara,60,Long Beach St,54
1/19/2019,Pepperdine,95,Loy Marymount,86
1/19/2019,Mercer,71,UNC Greensboro,58
1/19/2019,Morehead St,85,TN Martin,75
1/19/2019,TAM C. Christi,57,New Orleans,51
1/19/2019,Rice,64,North Texas,52
1/19/2019,Pacific,85,San Francisco,75
1/19/2019,UNLV,53,San Jose St,43
1/19/2019,St Mary's CA,83,Santa Clara,59
1/19/2019,W Illinois,73,PFW,59
1/19/2019,Albany NY,64,UMBC,44
1/19/2019,Appalachian St,67,Coastal Car,53
1/19/2019,Texas St,85,Arkansas St,62
1/19/2019,Southern Univ,73,Ark Pine Bluff,41
1/19/2019,Holy Cross,75,Boston Univ,69
1/19/2019,Chattanooga,73,Furman,53
1/19/2019,FL Gulf Coast,69,Kennesaw,46
1/19/2019,Georgia St,84,Troy,80
1/19/2019,Sam Houston St,74,Houston Bap,63
1/19/2019,Iowa St,104,Oklahoma,78
1/19/2019,Old Dominion,53,Southern Miss,50
1/19/2019,Samford,75,W Carolina,42
1/19/2019,UTRGV,69,Seattle,56
1/19/2019,Texas,73,TCU,67
1/19/2019,Belmont,80,Tennessee St,46
1/19/2019,Cincinnati,70,Tulsa,50
1/19/2019,Connecticut,88,Temple,67
1/19/2019,Memphis,58,East Carolina,46
1/19/2019,ETSU,92,Wofford,79
1/19/2019,Radford,68,Longwood,34
1/19/2019,South Florida,73,Tulane,46
1/19/2019,UC Davis,80,UC Irvine,57
1/19/2019,Central Conn,73,St Francis PA,62
1/19/2019,E Washington,89,Montana St,87
1/19/2019,WKU,81,FL Atlantic,50
1/19/2019,South Alabama,69,Ga Southern,53
1/19/2019,Nicholls St,64,Cent Arkansas,60
1/19/2019,SF Austin,66,Incarnate Word,56
1/19/2019,Army,55,Navy,52
1/19/2019,UCF,55,SMU,43
1/19/2019,Siena,77,Monmouth NJ,68
1/19/2019,Missouri KC,73,Grand Canyon,45
1/19/2019,CS Bakersfield,67,Chicago St,56
1/19/2019,New Mexico St,58,Utah Valley,52
1/19/2019,BYU,79,Portland,71
1/19/2019,Alcorn St,73,MS Valley St,63
1/19/2019,S Carolina St,72,Howard,63
1/19/2019,Norfolk St,78,Savannah St,42
1/19/2019,MD E Shore,68,Florida A&M,36
1/19/2019,Liberty,69,North Florida,53
1/19/2019,Prairie View,76,Jackson St,57
1/19/2019,NC A&T,62,Morgan St,29
1/19/2019,Louisiana,52,ULM,45
1/19/2019,Sacred Heart,68,St Francis NY,66
1/19/2019,Alabama St,60,Alabama A&M,46
1/20/2019,Bradley,58,S Illinois,53
1/20/2019,Quinnipiac,55,Canisius,42
1/20/2019,Wright St,70,Cleveland St,65
1/20/2019,James Madison,91,Col Charleston,50
1/20/2019,Massachusetts,70,Davidson,58
1/20/2019,Northeastern,75,Delaware,62
1/20/2019,WI Milwaukee,62,Detroit,44
1/20/2019,William & Mary,65,Elon,60
1/20/2019,Niagara,71,Fairfield,68
1/20/2019,Texas A&M,76,Georgia,66
1/20/2019,Iowa,94,Illinois,75
1/20/2019,Missouri St,59,Illinois St,47
1/20/2019,Loyola-Chicago,56,Indiana St,54
1/20/2019,Rutgers,76,Michigan St,62
1/20/2019,South Dakota,80,NE Omaha,49
1/20/2019,Northwestern,72,Wisconsin,46
1/20/2019,UNC Wilmington,77,Towson,73
1/20/2019,Baylor,79,West Virginia,47
1/20/2019,Denver,93,Oral Roberts,76
1/20/2019,Seton Hall,84,DePaul,73
1/20/2019,Purdue,56,Indiana,53
1/20/2019,Loyola MD,62,Lafayette,50
1/20/2019,Louisville,73,Wake Forest,49
1/20/2019,Rider,73,Manhattan,63
1/20/2019,Marquette,83,St John's,73
1/20/2019,Maryland,79,Penn St,67
1/20/2019,Miami FL,76,North Carolina,68
1/20/2019,NC State,70,Virginia Tech,61
1/20/2019,N Dakota St,69,North Dakota,57
1/20/2019,WI Green Bay,77,Oakland,53
1/20/2019,Providence,71,Xavier,58
1/20/2019,VA Commonwealth,74,Rhode Island,39
1/20/2019,LSU,62,Alabama,56
1/20/2019,Notre Dame,92,Boston College,63
1/20/2019,Dayton,72,Fordham,50
1/20/2019,St Joseph's PA,60,La Salle,57
1/20/2019,Nebraska,63,Minnesota,57
1/20/2019,St Louis,62,St Bonaventure,45
1/20/2019,Drexel,61,Hofstra,49
1/20/2019,Valparaiso,93,Evansville,49
1/20/2019,Mississippi,76,Florida,66
1/20/2019,Houston,66,Wichita St,58
1/20/2019,Butler,75,Creighton,43
1/20/2019,Oregon,93,Arizona,60
1/20/2019,Arizona St,79,Oregon St,76
1/20/2019,California,79,Washington,70
1/20/2019,Stanford,85,Washington St,64
1/20/2019,USC,72,UCLA,67
1/20/2019,Florida St,66,Duke,62
1/20/2019,Georgia Tech,65,Syracuse,55
1/20/2019,Clemson,65,Pittsburgh,59
1/20/2019,Michigan,62,Ohio St,58
1/20/2019,N Illinois,70,Akron,59
1/21/2019,Ark Pine Bluff,59,Alcorn St,57
1/21/2019,Robert Morris,64,Central Conn,57
1/21/2019,Mt St Mary's,63,F Dickinson,47
1/21/2019,Grambling,64,Prairie View,63
1/21/2019,South Carolina,79,Missouri,65
1/21/2019,Sacred Heart,72,Wagner,64
1/21/2019,NC A&T,66,Coppin St,42
1/21/2019,Arkansas,80,Tennessee,79
1/21/2019,MD E Shore,64,Bethune-Cookman,52
1/21/2019,Bryant,66,St Francis PA,63
1/21/2019,Norfolk St,57,S Carolina St,50
1/21/2019,Southern Univ,74,MS Valley St,67
1/21/2019,Florida A&M,57,Delaware St,52
1/21/2019,TX Southern,76,Jackson St,67
1/21/2019,St Francis NY,79,LIU Brooklyn,67
1/21/2019,Morgan St,65,NC Central,62
1/21/2019,Marist,76,Iona,36
1/21/2019,Youngstown St,77,N Kentucky,66
1/22/2019,High Point,65,Campbell,60
1/22/2019,Hampton,84,Winthrop,63
1/22/2019,Stetson,74,NJIT,48
1/22/2019,Gardner Webb,92,SC Upstate,72
1/22/2019,Jacksonville,80,North Florida,72
1/22/2019,North Alabama,80,Kennesaw,55
1/22/2019,TCU,86,Oklahoma,71
1/22/2019,Radford,59,Presbyterian,49
1/22/2019,FL Gulf Coast,82,Lipscomb,40
1/22/2019,UNC Asheville,80,Longwood,55
1/23/2019,Boise St,79,Air Force,48
1/23/2019,Buffalo,91,Akron,72
1/23/2019,American Univ,64,Boston Univ,51
1/23/2019,Ball St,48,Kent,44
1/23/2019,Binghamton,70,MA Lowell,50
1/23/2019,E Michigan,81,Bowling Green,74
1/23/2019,Toledo,62,C Michigan,59
1/23/2019,Lehigh,86,Colgate,58
1/23/2019,G Washington,57,VA Commonwealth,48
1/23/2019,Hartford,66,New Hampshire,48
1/23/2019,SE Louisiana,73,Houston Bap,65
1/23/2019,Lamar,77,Incarnate Word,51
1/23/2019,Iowa,72,Rutgers,66
1/23/2019,Texas,62,Kansas,43
1/23/2019,Kansas St,59,Oklahoma St,48
1/23/2019,S Dakota St,86,N Dakota St,33
1/23/2019,Ohio,69,N Illinois,53
1/23/2019,Penn,71,Temple,62
1/23/2019,West Virginia,68,Texas Tech,65
1/23/2019,Vermont,58,UMBC,44
1/23/2019,Baylor,84,Iowa St,69
1/23/2019,Bucknell,75,Loyola MD,57
1/23/2019,Cent Arkansas,62,New Orleans,60
1/23/2019,Nevada,62,Colorado St,38
1/23/2019,Duquesne,66,La Salle,62
1/23/2019,Fresno St,87,San Diego St,81
1/23/2019,Miami FL,84,Syracuse,71
1/23/2019,New Mexico,80,UNLV,77
1/23/2019,Wyoming,70,San Jose St,56
1/23/2019,Albany NY,54,Stony Brook,49
1/23/2019,Holy Cross,58,Army,39
1/23/2019,St Louis,68,Dayton,65
1/23/2019,Sam Houston St,66,Northwestern LA,55
1/23/2019,Richmond,46,St Joseph's PA,45
1/23/2019,Cincinnati,68,Houston,57
1/23/2019,Connecticut,79,SMU,39
1/23/2019,Memphis,47,South Florida,40
1/23/2019,W Carolina,71,North Greenville,44
1/23/2019,SF Austin,71,Abilene Chr,55
1/23/2019,Nicholls St,85,TAM C. Christi,55
1/23/2019,Lafayette,55,Navy,42
1/23/2019,UCF,61,East Carolina,58
1/24/2019,Belmont,65,Murray St,58
1/24/2019,Hawaii,71,Cal Poly,54
1/24/2019,Monmouth NJ,67,Canisius,61
1/24/2019,Charlotte,66,UT San Antonio,54
1/24/2019,Idaho,104,CS Sacramento,66
1/24/2019,Fairfield,55,Iona,42
1/24/2019,Gonzaga,78,San Francisco,51
1/24/2019,Idaho St,50,Montana,34
1/24/2019,WI Green Bay,62,IL Chicago,32
1/24/2019,Michigan St,77,Illinois,60
1/24/2019,Indiana,70,Michigan,60
1/24/2019,Kentucky,52,Missouri,41
1/24/2019,Niagara,58,Manhattan,54
1/24/2019,Morehead St,77,Tennessee Tech,56
1/24/2019,N Colorado,71,Southern Utah,44
1/24/2019,SE Missouri St,63,SIUE,58
1/24/2019,South Alabama,83,Louisiana,60
1/24/2019,Texas A&M,69,Auburn,67
1/24/2019,CS Fullerton,59,UC Santa Barbara,52
1/24/2019,UC Davis,60,CS Northridge,49
1/24/2019,TN Martin,90,E Illinois,66
1/24/2019,IUPUI,67,WI Milwaukee,66
1/24/2019,UC Riverside,73,Long Beach St,59
1/24/2019,Marshall,90,Louisiana Tech,88
1/24/2019,Loy Marymount,72,Pacific,67
1/24/2019,Purdue,64,Minnesota,53
1/24/2019,Vanderbilt,80,Mississippi,68
1/24/2019,Rice,60,MTSU,47
1/24/2019,North Carolina,81,Virginia Tech,69
1/24/2019,South Dakota,80,North Dakota,50
1/24/2019,UAB,70,North Texas,60
1/24/2019,Notre Dame,77,Tennessee,62
1/24/2019,Penn St,65,Wisconsin,59
1/24/2019,St Mary's CA,79,Pepperdine,68
1/24/2019,Virginia,74,Pittsburgh,57
1/24/2019,Santa Clara,72,Portland,66
1/24/2019,Southern Miss,69,WKU,56
1/24/2019,Troy,78,ULM,56
1/24/2019,Appalachian St,75,Arkansas St,67
1/24/2019,Ark Little Rock,60,Coastal Car,47
1/24/2019,Mercer,65,Chattanooga,58
1/24/2019,Duke,66,Wake Forest,52
1/24/2019,Portland St,76,E Washington,64
1/24/2019,Fordham,56,Rhode Island,38
1/24/2019,Georgia St,57,Texas St,34
1/24/2019,Missouri KC,68,Utah Valley,64
1/24/2019,Northwestern,58,Nebraska,54
1/24/2019,Old Dominion,78,UTEP,59
1/24/2019,Arkansas,72,Alabama,61
1/24/2019,Austin Peay,74,Tennessee St,47
1/24/2019,Samford,79,ETSU,58
1/24/2019,Mississippi St,90,Florida,42
1/24/2019,Cal Baptist,68,CS Bakersfield,45
1/24/2019,UT Arlington,81,Ga Southern,48
1/24/2019,Montana St,66,Weber St,59
1/24/2019,Louisville,68,Florida St,49
1/24/2019,NC State,54,Clemson,51
1/24/2019,Seattle,90,Chicago St,54
1/24/2019,Jacksonville St,53,E Kentucky,44
1/24/2019,Maryland,70,Ohio St,57
1/24/2019,PFW,56,NE Omaha,48
1/25/2019,Drexel,76,Col Charleston,53
1/25/2019,Delaware,65,UNC Wilmington,53
1/25/2019,N Kentucky,68,Detroit,56
1/25/2019,Drake,70,Indiana St,68
1/25/2019,Towson,59,Elon,58
1/25/2019,Northern Iowa,74,Evansville,46
1/25/2019,James Madison,65,William & Mary,48
1/25/2019,Missouri St,84,Loyola-Chicago,49
1/25/2019,Marist,62,St Peter's,42
1/25/2019,DePaul,86,Butler,78
1/25/2019,St John's,59,Georgetown,51
1/25/2019,Marquette,90,Xavier,44
1/25/2019,Wright St,69,Oakland,58
1/25/2019,Quinnipiac,68,Siena,31
1/25/2019,Villanova,70,Seton Hall,66
1/25/2019,S Illinois,87,Valparaiso,65
1/25/2019,Arizona,71,USC,68
1/25/2019,UCLA,61,Arizona St,59
1/25/2019,Utah,87,California,74
1/25/2019,Stanford,80,Colorado,69
1/25/2019,Oregon,79,Washington St,64
1/25/2019,Oregon St,86,Washington,39
1/26/2019,Abilene Chr,77,Cent Arkansas,70
1/26/2019,Akron,70,Toledo,64
1/26/2019,Alabama St,76,Alcorn St,63
1/26/2019,Ark Little Rock,74,Appalachian St,59
1/26/2019,TX Southern,59,Ark Pine Bluff,58
1/26/2019,Belmont,80,Austin Peay,62
1/26/2019,W Michigan,65,Ball St,62
1/26/2019,Wyoming,64,Boise St,52
1/26/2019,Ohio,82,Bowling Green,79
1/26/2019,Bradley,79,Illinois St,68
1/26/2019,Bryant,72,Central Conn,60
1/26/2019,Buffalo,93,N Illinois,64
1/26/2019,Grand Canyon,75,Cal Baptist,71
1/26/2019,Radford,56,Campbell,52
1/26/2019,High Point,71,Charleston So,64
1/26/2019,Charlotte,62,UTEP,39
1/26/2019,Youngstown St,73,Cleveland St,55
1/26/2019,C Michigan,71,E Michigan,61
1/26/2019,Fresno St,57,Colorado St,54
1/26/2019,Columbia,65,Cornell,57
1/26/2019,Harvard,73,Dartmouth,57
1/26/2019,SE Missouri St,72,E Illinois,57
1/26/2019,Furman,63,Wofford,50
1/26/2019,Hampton,82,Gardner Webb,80
1/26/2019,McNeese St,81,Houston Bap,71
1/26/2019,Idaho,80,Portland St,78
1/26/2019,WI Milwaukee,72,IL Chicago,53
