Date,Team1,Score1,Team2,Score2
12/19/2018,McNeese St,86,Louisiana Col,68
12/19/2018,San Francisco,75,N Dakota St,42
12/19/2018,Monmouth NJ,68,Navy,67
12/19/2018,SF Austin,70,Hampton,68
12/19/2018,Princeton,83,St Francis NY,64
12/20/2018,Oregon,82,Air Force,36
12/20/2018,Florida Intl,75,Alcorn St,40
12/20/2018,High Point,66,American Univ,61
12/20/2018,Arizona St,68,Fresno St,52
12/20/2018,Kansas St,70,Cent Arkansas,54
12/20/2018,Louisville,72,C Michigan,68
12/20/2018,Colorado,81,Samford,39
12/20/2018,Virginia Tech,69,Dayton,57
12/20/2018,Maryland,77,Delaware,53
12/20/2018,Gonzaga,88,Idaho,51
12/20/2018,Grambling,65,Indiana,62
12/20/2018,Lehigh,72,LIU Brooklyn,38
12/20/2018,Mississippi St,103,Washington,56
12/20/2018,MTSU,67,UNC Asheville,46
12/20/2018,Wyoming,77,S Dakota St,70
12/20/2018,TAM C. Christi,73,TX Lutheran,49
12/20/2018,Texas,81,UTRGV,66
12/20/2018,Youngstown St,76,Thiel,53
12/20/2018,West Virginia,90,Towson,43
12/20/2018,UC Riverside,71,Weber St,39
12/20/2018,UTEP,84,W Illinois,72
12/20/2018,Alabama,64,Virginia,52
12/20/2018,Auburn,86,North Carolina,81
12/20/2018,Yale,58,Central Conn,46
12/20/2018,UAB,86,Coppin St,61
12/20/2018,Cornell,62,Lafayette,59
12/20/2018,DePaul,102,Loyola-Chicago,76
12/20/2018,UNC Greensboro,49,E Michigan,44
12/20/2018,Santa Clara,75,Grand Canyon,55
12/20/2018,Lamar,82,Pacific,66
12/20/2018,La Salle,62,Pepperdine,55
12/20/2018,Missouri St,82,Louisiana Tech,70
12/20/2018,South Dakota,67,Loy Marymount,40
12/20/2018,Providence,48,N Kentucky,43
12/20/2018,North Dakota,62,W Michigan,50
12/20/2018,Southern Miss,59,SE Louisiana,52
12/20/2018,UT Arlington,53,UT San Antonio,48
12/20/2018,Bethune-Cookman,64,Kennesaw,61
12/20/2018,Rice,56,Coastal Car,52
12/20/2018,Georgia St,65,NC Central,54
12/20/2018,Illinois St,72,St Louis,67
12/20/2018,LSU,76,Louisiana,54
12/20/2018,Missouri KC,80,SIUE,75
12/20/2018,Nevada,67,Seattle,54
12/20/2018,St Joseph's PA,61,Sacred Heart,44
12/20/2018,TCU,72,Sam Houston St,59
12/20/2018,Arkansas,61,Tulsa,59
12/20/2018,Oregon St,71,Duke,57
12/20/2018,Utah,74,Florida,58
12/20/2018,Creighton,83,South Florida,76
12/20/2018,Michigan St,89,FL Atlantic,74
12/20/2018,MD E Shore,86,Mt St Mary's,73
12/20/2018,South Alabama,68,New Mexico St,67
12/20/2018,Butler,66,Ohio St,53
12/20/2018,Georgia Tech,84,Seton Hall,73
12/20/2018,Furman,77,Fairfield,70
12/20/2018,UMBC,73,Morgan St,68
12/20/2018,Florida St,87,WI Milwaukee,62
12/20/2018,Akron,74,Jackson St,57
12/20/2018,Miami FL,90,Vanderbilt,65
12/20/2018,CS Sacramento,65,Hampton,61
12/20/2018,Stetson,69,Florida A&M,44
12/20/2018,TX Southern,72,Huston-Tillot,36
12/20/2018,Washington St,85,Wichita St,59
12/20/2018,Kansas,66,Northwestern,57
12/20/2018,New Mexico,74,SF Austin,33
12/20/2018,Jacksonville,105,Warner,55
12/20/2018,Alabama A&M,63,North Florida,62
12/21/2018,Akron,64,UTEP,57
12/21/2018,Miami FL,101,Alabama,74
12/21/2018,Arizona,71,Northern Arizona,47
12/21/2018,Boston College,76,Campbell,56
12/21/2018,Harvard,67,Boston Univ,47
12/21/2018,Stanford,62,Buffalo,55
12/21/2018,Butler,73,E Michigan,63
12/21/2018,Canisius,67,Vermont,46
12/21/2018,Charlotte,78,Davidson,66
12/21/2018,Cincinnati,85,Howard,51
12/21/2018,Dartmouth,62,New Hampshire,42
12/21/2018,Toledo,77,Detroit,60
12/21/2018,Iowa,91,Drake,82
12/21/2018,Penn,55,Drexel,39
12/21/2018,E Illinois,63,Indiana St,39
12/21/2018,Wisconsin,96,Evansville,60
12/21/2018,Fairfield,68,IL Chicago,60
12/21/2018,St Peter's,75,F Dickinson,58
12/21/2018,UAB,62,FL Gulf Coast,60
12/21/2018,Fordham,57,Iona,40
12/21/2018,Mercer,61,G Washington,53
12/21/2018,Princeton,75,Hartford,38
12/21/2018,Missouri,67,Illinois,45
12/21/2018,Indiana,68,South Dakota,60
12/21/2018,Kentucky,88,Murray St,49
12/21/2018,MA Lowell,62,Massachusetts,59
12/21/2018,Northern Iowa,79,NE Omaha,50
12/21/2018,William & Mary,55,Norfolk St,44
12/21/2018,Oklahoma St,89,Oral Roberts,69
12/21/2018,St Mary's CA,89,Texas St,62
12/21/2018,Purdue,74,Bradley,61
12/21/2018,Colorado St,84,Denver,79
12/21/2018,Syracuse,87,Duquesne,71
12/21/2018,Houston,66,George Mason,56
12/21/2018,Georgetown,79,Rider,49
12/21/2018,Grambling,62,Loy Marymount,61
12/21/2018,S Illinois,78,IUPUI,73
12/21/2018,James Madison,64,St John's,51
12/21/2018,Providence,77,La Salle,47
12/21/2018,Pepperdine,51,N Kentucky,46
12/21/2018,UC Santa Barbara,63,San Diego St,58
12/21/2018,Seton Hall,71,UNC Greensboro,64
12/21/2018,South Carolina,88,Temple,60
12/21/2018,Virginia,74,South Florida,67
12/21/2018,Belmont,74,Arkansas St,55
12/21/2018,Georgia St,62,Bethune-Cookman,57
12/21/2018,NC State,78,Chattanooga,58
12/21/2018,Presbyterian,71,Col Charleston,65
12/21/2018,Kennesaw,78,NC Central,54
12/21/2018,Missouri KC,80,Louisiana Tech,70
12/21/2018,Michigan,76,Southern Univ,35
12/21/2018,Missouri St,68,SIUE,65
12/21/2018,VA Commonwealth,54,NC A&T,48
12/21/2018,W Carolina,65,Winthrop,57
12/21/2018,Kent,57,NJIT,40
12/21/2018,Old Dominion,56,Tulane,48
12/21/2018,Ark Little Rock,63,Memphis,60
12/21/2018,Ball St,90,Tennessee St,51
12/21/2018,Bowling Green,79,Valparaiso,72
12/21/2018,Tennessee,80,ETSU,61
12/21/2018,Hofstra,57,Siena,50
12/21/2018,Tennessee Tech,67,Lipscomb,52
12/21/2018,UNC Wilmington,35,Longwood,33
12/21/2018,Oregon,115,UC Irvine,69
12/21/2018,North Texas,71,CS Bakersfield,59
12/21/2018,East Carolina,71,S Carolina St,63
12/21/2018,Georgia,81,Ga Southern,38
12/21/2018,Pittsburgh,78,St Francis PA,75
12/21/2018,Texas A&M,70,Prairie View,57
12/21/2018,San Diego,83,San Jose St,79
12/21/2018,Stetson,60,N Dakota St,59
12/21/2018,North Dakota,100,San Francisco,97
12/21/2018,Wagner,86,Staten Island,59
12/21/2018,Virginia Tech,81,Ohio St,73
12/21/2018,BYU,70,N Colorado,50
12/21/2018,Dayton,85,Georgia Tech,66
12/21/2018,UCF,53,Liberty,45
12/21/2018,W Illinois,85,Furman,78
12/21/2018,Clemson,87,Appalachian St,48
12/21/2018,N Illinois,114,Chicago St,52
12/21/2018,Creighton,75,Vanderbilt,55
12/21/2018,Alabama A&M,65,Jacksonville,60
12/21/2018,North Florida,67,Warner,36
12/21/2018,New Mexico St,82,Alcorn St,64
12/21/2018,Nicholls St,86,Wm Carey,45
12/21/2018,Northwestern LA,82,Central Bap,56
12/21/2018,South Alabama,84,Florida Intl,77
12/21/2018,W Michigan,69,Florida A&M,50
12/21/2018,UNLV,56,Florida,53
12/21/2018,Utah,73,Hawaii,48
12/22/2018,Connecticut,76,California,66
12/22/2018,Northeastern,63,Maine,55
12/22/2018,Ohio,109,Richmond,58
12/22/2018,Texas Tech,75,TX Southern,55
12/22/2018,Utah Valley,56,UC Riverside,53
12/22/2018,Pacific,72,CS Fullerton,64
12/22/2018,Long Beach St,50,Utah St,48
12/22/2018,Loyola MD,75,Monmouth NJ,67
12/22/2018,Notre Dame,87,Marquette,63
12/22/2018,Towson,76,Marshall,69
12/22/2018,Minnesota,91,Rhode Island,71
12/22/2018,Xavier,61,New Orleans,45
12/22/2018,USC,73,UT Arlington,61
12/22/2018,Oklahoma,77,SMU,61
12/22/2018,Auburn,96,Elon,44
12/22/2018,Liberty,55,Duquesne,51
12/22/2018,Syracuse,57,UCF,52
12/22/2018,Jackson St,72,IL Chicago,57
12/22/2018,St Mary's CA,83,Old Dominion,65
12/22/2018,Tulane,67,Texas St,61
12/23/2018,Buffalo,90,St Bonaventure,43
12/27/2018,LSU,72,SE Louisiana,52
12/28/2018,Charlotte,73,Bethune-Cookman,69
12/28/2018,Hartford,54,Central Conn,52
12/28/2018,Youngstown St,85,Detroit,59
12/28/2018,North Carolina,85,Howard,63
12/28/2018,N Kentucky,67,IL Chicago,49
12/28/2018,Indiana,85,Illinois,83
12/28/2018,Minnesota,74,Wisconsin,56
12/28/2018,Tennessee,98,Murray St,77
12/28/2018,Rutgers,45,Northwestern,41
12/28/2018,S Dakota St,93,W Illinois,84
12/28/2018,WI Green Bay,76,WI Milwaukee,62
12/28/2018,Cleveland St,64,Oakland,62
12/28/2018,Denver,95,NE Omaha,68
12/28/2018,Harvard,80,Rhode Island,47
12/28/2018,Wright St,78,IUPUI,75
12/28/2018,Maryland,77,Penn St,61
12/28/2018,Vanderbilt,77,Samford,52
12/28/2018,N Dakota St,70,PFW,54
12/28/2018,Georgia,83,Presbyterian,59
12/28/2018,Nebraska,70,Michigan,56
12/28/2018,Mississippi,82,North Florida,69
12/28/2018,Yale,58,St Louis,52
12/28/2018,Duke,83,East Carolina,66
12/28/2018,Delaware,48,St Joseph's PA,39
12/28/2018,NC A&T,67,FL Atlantic,65
12/28/2018,UCLA,81,Cal Poly,35
12/28/2018,Miami FL,103,Florida A&M,54
12/28/2018,Bradley,89,Chicago St,59
12/28/2018,UC Riverside,65,New Mexico St,64
12/28/2018,Purdue,60,Ohio St,42
12/29/2018,Texas Tech,105,Abilene Chr,54
12/29/2018,Ohio,77,American Univ,67
12/29/2018,Boston College,99,Dartmouth,68
12/29/2018,Iowa St,86,Bucknell,61
12/29/2018,Cornell,79,Hampton,53
12/29/2018,Stanford,69,CS Northridge,43
12/29/2018,N Colorado,82,CS Sacramento,69
12/29/2018,Drexel,58,Richmond,35
12/29/2018,F Dickinson,70,Georgian Court,45
12/29/2018,Fordham,72,Maine,64
12/29/2018,Fresno St,90,Fresno Pacific,51
12/29/2018,Georgetown,68,Xavier,61
12/29/2018,William & Mary,73,G Washington,59
12/29/2018,Idaho,86,Idaho St,72
12/29/2018,Troy,89,Jacksonville St,63
12/29/2018,Kansas St,72,Northern Iowa,62
12/29/2018,Massachusetts,70,Marist,55
12/29/2018,Montana,78,Northern Arizona,62
12/29/2018,Princeton,90,New Hampshire,42
12/29/2018,West Virginia,84,Niagara,32
12/29/2018,Texas,104,Northwestern LA,66
12/29/2018,Radford,60,Shepherd,46
12/29/2018,Tulsa,66,UTEP,45
12/29/2018,WKU,77,Union TN,65
12/29/2018,TCU,88,Alcorn St,31
12/29/2018,Butler,63,Villanova,55
12/29/2018,CS Fullerton,56,Utah Valley,55
12/29/2018,Marshall,75,Delaware St,63
12/29/2018,Pittsburgh,66,Duquesne,58
12/29/2018,Gonzaga,78,Loy Marymount,53
12/29/2018,Nevada,79,Hawaii,78
12/29/2018,Rice,74,Incarnate Word,63
12/29/2018,Kentucky,71,Sacred Heart,43
12/29/2018,LIU Brooklyn,55,Lafayette,50
12/29/2018,Louisiana Tech,89,McNeese St,48
12/29/2018,Marquette,85,Providence,46
12/29/2018,Miami OH,74,OH Dominican,29
12/29/2018,North Texas,93,Panhandle St,52
12/29/2018,Pepperdine,82,Portland,68
12/29/2018,San Francisco,68,San Diego,57
12/29/2018,UT Arlington,66,SMU,41
12/29/2018,Albany NY,62,Columbia,58
12/29/2018,Coastal Car,78,UNC Greensboro,71
12/29/2018,Old Dominion,81,Coppin St,51
12/29/2018,E Washington,64,Weber St,58
12/29/2018,High Point,73,ETSU,65
12/29/2018,Hofstra,77,Wilmington DE,56
12/29/2018,Morehead St,79,Lipscomb,44
12/29/2018,Virginia Tech,93,Longwood,39
12/29/2018,Memphis,77,NC Central,56
12/29/2018,UC Irvine,65,Seattle,60
12/29/2018,Auburn,83,Alabama St,50
12/29/2018,Colorado St,91,Chadron St,38
12/29/2018,Creighton,85,DePaul,82
12/29/2018,Oregon St,92,CS Bakersfield,52
12/29/2018,George Mason,70,MD E Shore,49
12/29/2018,Montana St,69,Southern Utah,64
12/29/2018,S Carolina St,54,W Carolina,39
12/29/2018,Texas A&M,84,UTRGV,61
12/29/2018,Akron,63,Malone,44
12/29/2018,SF Austin,86,Cameron,59
12/29/2018,MTSU,58,Chattanooga,47
12/29/2018,Tulane,68,C Michigan,57
12/29/2018,BYU,54,Santa Clara,44
12/29/2018,Florida St,79,Georgia St,43
12/29/2018,Morgan St,61,MA Lowell,49
12/29/2018,UC Davis,92,Dominican CA,42
12/29/2018,TN Martin,110,MS Valley St,51
12/29/2018,Gardner Webb,79,Converse,51
12/29/2018,SE Missouri St,80,Harris-Stowe,65
12/29/2018,St Louis,93,FL Atlantic,61
12/29/2018,Yale,59,NC A&T,49
12/29/2018,Tennessee Tech,100,TN Wesleyan,58
12/30/2018,UAB,83,AL Huntsville,58
12/30/2018,Missouri St,48,Ark Little Rock,44
12/30/2018,Ball St,99,Urbana,62
12/30/2018,Tennessee,84,Belmont,76
12/30/2018,Harvard,85,California,79
12/30/2018,Campbell,93,Columbia SC,46
12/30/2018,Cleveland St,67,Detroit,49
12/30/2018,Indiana St,79,Davenport,43
12/30/2018,NC State,75,Davidson,45
12/30/2018,E Illinois,104,Eureka,48
12/30/2018,E Michigan,53,Northwood MI,39
12/30/2018,Jacksonville,73,Florida Intl,62
12/30/2018,Oklahoma St,86,Grambling,40
12/30/2018,Hartford,84,NJIT,53
12/30/2018,Wright St,79,IL Chicago,46
12/30/2018,Michigan St,84,Iowa,70
12/30/2018,James Madison,59,Robert Morris,36
12/30/2018,Kansas,77,Vermont,36
12/30/2018,Temple,75,La Salle,47
12/30/2018,Mercer,61,UNC Asheville,47
12/30/2018,Mississippi St,104,Louisiana,36
12/30/2018,South Dakota,67,N Dakota St,41
12/30/2018,Oral Roberts,71,NE Omaha,56
12/30/2018,UT San Antonio,86,TX A&M K'ville,55
12/30/2018,ULM,70,Ark Monticello,39
12/30/2018,Virginia,65,Charlotte,61
12/30/2018,W Illinois,87,Denver,78
12/30/2018,South Carolina,66,Furman,53
12/30/2018,Houston,61,Southern Miss,44
12/30/2018,IUPUI,70,N Kentucky,48
12/30/2018,Notre Dame,95,Lehigh,68
12/30/2018,Wake Forest,63,Norfolk St,61
12/30/2018,Youngstown St,69,Oakland,55
12/30/2018,Seton Hall,77,St John's,67
12/30/2018,North Dakota,79,PFW,60
12/30/2018,Missouri,70,Arkansas St,50
12/30/2018,Army,74,CT College,48
12/30/2018,Holy Cross,81,Bryant,62
12/30/2018,Duke,57,FL Gulf Coast,41
12/30/2018,Illinois St,62,Missouri KC,55
12/30/2018,LSU,78,South Florida,49
12/30/2018,Florida,70,Charleston So,60
12/30/2018,UNC Wilmington,71,East Carolina,68
12/30/2018,Arizona,51,Arizona St,39
12/30/2018,C Michigan,90,Miami FL,80
12/30/2018,Utah,76,Colorado,61
12/30/2018,UCLA,72,USC,65
12/30/2018,Washington St,79,Washington,76
12/30/2018,UCF,47,Quinnipiac,45
12/30/2018,Georgia Tech,81,Wofford,40
12/30/2018,Stony Brook,74,St Francis NY,67
12/30/2018,Wichita St,66,Savannah St,50
12/30/2018,Tulane,78,Florida A&M,34
12/30/2018,Arkansas,76,Jackson St,57
12/30/2018,Brown,90,Chicago St,65
12/30/2018,New Mexico St,81,UC Santa Barbara,73
12/30/2018,Bowling Green,63,Davis & Elkins,28
12/30/2018,SIUE,64,McKendree,63
12/30/2018,Chattanooga,66,Maine,61
12/30/2018,Fordham,61,MTSU,49
12/31/2018,Dartmouth,63,Binghamton,39
12/31/2018,N Illinois,109,Brown                   1,2
12/31/2018,Butler,59,Georgetown,50
12/31/2018,TAM C. Christi,73,Cent Arkansas,65
12/31/2018,Kent,92,Clarion,38
12/31/2018,Niagara,74,Colgate,69
12/31/2018,Idaho,79,Weber St,74
12/31/2018,Northwestern,68,Illinois,45
12/31/2018,Rutgers,73,Maryland,65
12/31/2018,Michigan,76,Minnesota,60
12/31/2018,Montana,79,Southern Utah,57
12/31/2018,N Colorado,79,Portland St,63
12/31/2018,Penn,75,Stetson,53
12/31/2018,W Michigan,75,Saginaw Val,51
12/31/2018,Texas St,89,Texas A&M Intl,25
12/31/2018,Baylor,98,UTRGV,37
12/31/2018,Cornell,58,St Bonaventure,44
12/31/2018,VA Commonwealth,97,Delaware St,55
12/31/2018,DePaul,88,Providence,62
12/31/2018,Gonzaga,79,Pepperdine,54
12/31/2018,Indiana,83,Penn St,75
12/31/2018,Loy Marymount,76,Portland,58
12/31/2018,Pacific,76,St Mary's CA,67
12/31/2018,Wisconsin,76,Purdue,69
12/31/2018,San Diego,57,Santa Clara,49
12/31/2018,Villanova,75,Xavier,71
12/31/2018,Idaho St,63,E Washington,48
12/31/2018,Marquette,85,Creighton,67
12/31/2018,UC Riverside,79,CS Bakersfield,67
12/31/2018,Montana St,80,Northern Arizona,70
12/31/2018,George Mason,66,Col Charleston,52
12/31/2018,MD E Shore,73,UMBC,67
12/31/2018,BYU,67,San Francisco,59
12/31/2018,Navy,49,St Joseph's PA,48
12/31/2018,Nebraska,78,Ohio St,69
1/1/2019,G Washington,51,Memphis,38
1/2/2019,New Mexico,78,Air Force,57
1/2/2019,Boise St,72,Wyoming,64
1/2/2019,Columbia,88,Hampton,63
1/2/2019,Hartford,64,Stony Brook,36
1/2/2019,Lamar,63,Houston Bap,50
1/2/2019,Incarnate Word,68,McNeese St,66
1/2/2019,Iowa St,96,Kansas St,58
1/2/2019,Jacksonville,71,Mercer,66
1/2/2019,Maine,67,New Hampshire,46
1/2/2019,MA Lowell,54,Vermont,51
1/2/2019,Mt St Mary's,89,Radford,77
1/2/2019,Texas,60,Oklahoma St,51
1/2/2019,Abilene Chr,59,New Orleans,52
1/2/2019,Colorado St,52,UNLV,49
1/2/2019,Duquesne,54,Temple,53
1/2/2019,Fresno St,77,San Jose St,48
1/2/2019,Utah St,79,Nevada,76
1/2/2019,North Dakota,75,Oral Roberts,67
1/2/2019,Richmond,59,UNC Greensboro,48
1/2/2019,Albany NY,61,Binghamton,56
1/2/2019,Furman,76,Presbyterian,68
1/2/2019,Gardner Webb,62,W Carolina,52
1/2/2019,Oklahoma,66,Texas Tech,61
1/2/2019,TCU,62,West Virginia,48
1/2/2019,Nicholls St,97,Northwestern LA,86
1/2/2019,SF Austin,62,SE Louisiana,51
1/2/2019,Liberty,61,West Chester,42
1/2/2019,Brown,75,Adelphi,62
1/2/2019,NC Central,55,Wilberforce,49
1/3/2019,Bucknell,71,American Univ,56
1/3/2019,Appalachian St,71,South Alabama,63
1/3/2019,Austin Peay,100,E Kentucky,65
1/3/2019,Belmont,66,Jacksonville St,52
1/3/2019,Canisius,47,Manhattan,44
1/3/2019,WKU,76,Charlotte,58
1/3/2019,Montana,88,CS Sacramento,86
1/3/2019,Quinnipiac,81,Fairfield,36
1/3/2019,MTSU,49,Florida Intl,43
1/3/2019,Gonzaga,74,St Mary's CA,62
1/3/2019,Utah Valley,57,Grand Canyon,46
1/3/2019,Youngstown St,81,IL Chicago,29
1/3/2019,Marist,87,Niagara,58
1/3/2019,Northwestern,70,Michigan St,62
1/3/2019,Morehead St,83,Murray St,61
1/3/2019,N Kentucky,55,WI Milwaukee,54
1/3/2019,Northern Arizona,74,Weber St,64
1/3/2019,SE Missouri St,62,SIUE,52
1/3/2019,Wright St,85,WI Green Bay,67
1/3/2019,Ark Little Rock,63,ULM,44
1/3/2019,Tennessee,78,Auburn,69
1/3/2019,Baylor,68,Connecticut,57
1/3/2019,IUPUI,75,Cleveland St,50
1/3/2019,Denver,104,South Dakota,99
1/3/2019,E Illinois,77,TN Martin,71
1/3/2019,Kentucky,77,Vanderbilt,55
1/3/2019,Lehigh,70,Lafayette,43
1/3/2019,North Texas,65,Louisiana Tech,54
1/3/2019,Louisville,73,North Carolina,66
1/3/2019,Loy Marymount,69,San Diego,52
1/3/2019,Miami FL,68,Virginia Tech,61
1/3/2019,Missouri,78,Mississippi,55
1/3/2019,Notre Dame,100,Pittsburgh,44
1/3/2019,Pacific,76,Portland,66
1/3/2019,Penn St,71,Wisconsin,64
1/3/2019,Rice,58,Southern Miss,47
1/3/2019,South Carolina,60,Texas A&M,57
1/3/2019,S Dakota St,85,PFW,52
1/3/2019,Arkansas St,87,Louisiana,75
1/3/2019,Boston Univ,63,Army,51
1/3/2019,Troy,82,Coastal Car,81
1/3/2019,Colgate,70,Holy Cross,67
1/3/2019,NC State,63,Duke,51
1/3/2019,Georgia,63,LSU,50
1/3/2019,Georgia St,50,UT Arlington,48
1/3/2019,Iowa,77,Nebraska,71
1/3/2019,Marshall,57,Old Dominion,48
1/3/2019,Alabama,74,Florida,67
1/3/2019,Mississippi St,93,Arkansas,69
1/3/2019,Tennessee Tech,69,Tennessee St,59
1/3/2019,CS Bakersfield,70,Seattle,60
1/3/2019,UAB,89,FL Atlantic,64
1/3/2019,Texas St,64,Ga Southern,52
1/3/2019,Portland St,55,Montana St,53
1/3/2019,Navy,58,Loyola MD,46
1/3/2019,Wofford,110,S Wesleyan,47
1/3/2019,Georgia Tech,81,Boston College,76
1/3/2019,Syracuse,84,Clemson,75
1/3/2019,Florida St,63,Virginia,61
1/3/2019,New Mexico St,76,Cal Baptist,69
1/3/2019,BYU,83,Pepperdine,58
1/3/2019,Idaho,84,E Washington,68
1/3/2019,Idaho St,69,Southern Utah,57
1/4/2019,Drake,92,Bradley,63
1/4/2019,Rutgers,73,Brown,52
1/4/2019,Butler,62,Seton Hall,59
1/4/2019,UNC Wilmington,71,Col Charleston,49
1/4/2019,James Madison,68,Delaware,43
1/4/2019,Towson,55,Drexel,54
1/4/2019,Northeastern,79,Elon,71
1/4/2019,S Illinois,67,Evansville,47
1/4/2019,Illinois St,66,Northern Iowa,64
1/4/2019,Missouri St,71,Indiana St,58
1/4/2019,Monmouth NJ,55,Iona,38
1/4/2019,Marquette,96,DePaul,63
1/4/2019,Oakland,74,Detroit,67
1/4/2019,Georgetown,68,Providence,52
1/4/2019,Siena,84,St Peter's,57
1/4/2019,St John's,76,Xavier,57
1/4/2019,William & Mary,60,Hofstra,55
1/4/2019,Tulsa,63,Wichita St,49
1/4/2019,Stetson,81,Central St OH,51
1/4/2019,Villanova,54,Creighton,52
1/4/2019,Arizona,69,Colorado,67
1/4/2019,Arizona St,65,Utah,63
1/4/2019,UCLA,84,California,79
1/4/2019,Oregon,84,Washington,71
1/4/2019,Oregon St,76,Washington St,69
1/4/2019,Stanford,72,USC,64
1/5/2019,C Michigan,94,Akron,71
1/5/2019,Grambling,80,Alabama St,72
1/5/2019,Alcorn St,53,TX Southern,52
1/5/2019,Troy,83,Appalachian St,72
1/5/2019,Ark Little Rock,62,Louisiana,48
1/5/2019,Austin Peay,81,Morehead St,80
1/5/2019,Toledo,65,Ball St,58
1/5/2019,Tennessee Tech,77,Belmont,72
1/5/2019,Binghamton,71,New Hampshire,62
1/5/2019,W Michigan,84,Bowling Green,82
1/5/2019,Bryant,69,LIU Brooklyn,62
1/5/2019,Ohio,74,Buffalo,71
1/5/2019,UTRGV,60,Cal Baptist,56
1/5/2019,Marist,71,Canisius,66
1/5/2019,SE Louisiana,62,Cent Arkansas,53
1/5/2019,Hampton,74,Charleston So,66
1/5/2019,Cleveland St,71,IL Chicago,53
1/5/2019,Fresno St,66,Colorado St,55
1/5/2019,Dayton,84,La Salle,45
1/5/2019,SIUE,65,E Illinois,56
1/5/2019,Murray St,81,E Kentucky,63
1/5/2019,Kent,71,E Michigan,64
1/5/2019,UAB,83,Florida Intl,59
1/5/2019,N Colorado,86,Idaho,72
1/5/2019,Idaho St,80,Northern Arizona,69
1/5/2019,Iowa St,82,Kansas,73
1/5/2019,Lamar,76,TAM C. Christi,58
1/5/2019,Maine,84,UMBC,44
1/5/2019,Stony Brook,76,MA Lowell,56
1/5/2019,Niagara,61,Manhattan,51
1/5/2019,Northwestern LA,82,McNeese St,63
1/5/2019,Portland St,78,Montana,60
1/5/2019,WI Green Bay,81,N Kentucky,61
1/5/2019,Oral Roberts,68,W Illinois,64
1/5/2019,Penn,66,Princeton,60
1/5/2019,St Mary's CA,98,Portland,91
1/5/2019,Radford,60,UNC Asheville,46
1/5/2019,Southern Utah,84,Weber St,79
1/5/2019,UTEP,73,UT San Antonio,60
1/5/2019,Wright St,61,WI Milwaukee,57
1/5/2019,Utah St,48,Air Force,44
1/5/2019,Bethune-Cookman,67,NC Central,50
1/5/2019,Boise St,69,San Diego St,66
1/5/2019,Sacred Heart,66,Central Conn,61
1/5/2019,Marshall,63,Charlotte,62
1/5/2019,CS Fullerton,72,Hawaii,68
1/5/2019,CS Northridge,73,UC Santa Barbara,65
1/5/2019,Norfolk St,63,Delaware St,50
1/5/2019,Denver,87,North Dakota,66
1/5/2019,Duquesne,60,St Bonaventure,54
1/5/2019,Gonzaga,88,Pacific,65
1/5/2019,High Point,87,SC Upstate,61
1/5/2019,Houston Bap,83,New Orleans,74
1/5/2019,Youngstown St,70,IUPUI,52
1/5/2019,Rice,61,Louisiana Tech,51
1/5/2019,Purdue,71,Michigan,70
1/5/2019,New Mexico,66,Nevada,64
1/5/2019,North Alabama,70,North Florida,64
1/5/2019,North Texas,62,Southern Miss,48
1/5/2019,Pepperdine,74,San Diego,55
1/5/2019,Rhode Island,66,Richmond,60
1/5/2019,Santa Clara,71,San Francisco,66
1/5/2019,TN Martin,80,SE Missouri St,73
1/5/2019,UC Davis,67,UC Riverside,59
1/5/2019,Wyoming,90,UNLV,62
1/5/2019,Abilene Chr,91,Sam Houston St,79
1/5/2019,Vermont,52,Albany NY,39
1/5/2019,Arkansas St,64,ULM,54
1/5/2019,Campbell,51,Presbyterian,46
1/5/2019,South Alabama,88,Coastal Car,78
1/5/2019,Fordham,50,G Washington,38
1/5/2019,Texas St,69,Georgia St,60
1/5/2019,Grand Canyon,74,Seattle,73
1/5/2019,Kansas St,86,Oklahoma,56
1/5/2019,NJIT,66,Kennesaw,60
1/5/2019,WKU,75,Old Dominion,60
